10|2||7	5.868262
10|2||8	6.386771
10|2||9	6.383454
10|3||0	3.675562
10|3||10	5.830741
10|3||11	6.560872
10|3||12	6.356056
10|3||13	5.485061
10|3||14	5.950630
10|3||2	6.106064
10|3||3	6.100367
10|3||4	5.409892
10|3||5	6.379676
10|3||6	6.379221
10|3||7	6.104540
10|3||8	6.590931
10|3||9	6.587483
10|4||0	2.998345
10|4||10	5.019538
10|4||11	5.633264
10|4||12	5.410250
10|4||13	4.750757
10|4||14	5.189001
10|4||2	5.332830
10|4||3	5.331133
10|4||4	4.469932
10|4||5	5.331183
10|4||6	5.330707
10|4||7	5.331287
10|4||8	5.670286
10|4||9	5.666734
10|5||0	3.675523
10|5||10	5.830702
10|5||11	6.560803
10|5||12	6.355994
10|5||13	5.485061
10|5||14	5.950559
10|5||2	6.106028
10|5||3	6.379602
10|5||4	5.409864
10|5||5	6.100293
10|5||6	6.379173
10|5||7	6.104505
10|5||8	6.590861
10|5||9	6.587414
10|6||0	3.675034
10|6||10	5.830134
10|6||11	6.560292
10|6||12	6.355426
10|6||13	5.484576
10|6||14	5.950048
10|6||2	6.105546
10|6||3	6.379121
10|6||4	5.409373
10|6||5	6.379147
10|6||6	6.099617
10|6||7	6.104020
10|6||8	6.590368
10|6||9	6.586924
10|7||0	3.619469
10|7||10	5.709161
10|7||11	6.351076
10|7||12	6.130057
10|7||13	5.418144
10|7||14	5.810805
10|7||2	5.868330
10|7||3	6.104597
10|7||4	5.426543
10|7||5	6.104597
10|7||6	6.104115
10|7||7	5.729439
10|7||8	6.385266
10|7||9	6.381955
10|8||0	4.159752
10|8||10	6.406338
10|8||11	7.072424
10|8||12	6.869567
10|8||13	6.078191
10|8||14	6.369246
10|8||2	6.642330
10|8||3	6.878909
10|8||4	5.990850
10|8||5	6.878909
10|8||6	6.878408
10|8||7	6.640718
10|8||8	6.873486
10|8||9	7.100459
10|9||0	4.156453
10|9||10	6.403728
10|9||11	7.070008
10|9||12	6.866381
10|9||13	6.075762
10|9||14	6.366847
10|9||2	6.640469
10|9||3	6.876506
10|9||4	5.988701
10|9||5	6.876506
10|9||6	6.876001
10|9||7	6.638844
10|9||8	7.101621
10|9||9	6.868524
10||0|0	10.409762
10||0|10	13.345781
10||0|11	14.746785
10||0|12	14.587194
10||0|13	12.666285
10||0|14	13.407606
10||0|2	14.502362
10||0|3	14.811536
10||0|4	14.502362
10||0|5	14.811536
10||0|6	14.810860
10||0|7	14.500442
10||0|8	14.770842
10||0|9	14.766682
10||10|0	-8.961974
10||10|10	-8.895137
10||10|11	-8.893526
10||10|12	-8.893519
10||10|13	-8.979399
10||10|14	-8.894235
10||10|2	-8.893325
10||10|3	-8.895531
10||10|4	-8.893162
10||10|5	-8.895972
10||10|6	-8.895987
